STATE,STATEABBRV,COUNTY,AVLN_RISKR,CFLD_RISKR,CWAV_RISKR,DRGT_RISKR,ERQK_RISKR,HAIL_RISKR,HWAV_RISKR,HRCN_RISKR,ISTM_RISKR,LNDS_RISKR,LTNG_RISKR,RFLD_RISKR,SWND_RISKR,TRND_RISKR,TSUN_RISKR,VLCN_RISKR,WFIR_RISKR,WNTW_RISKR
North Carolina,NC,Lee,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Lenoir,Not Applicable,Very Low,No Rating,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
North Carolina,NC,Lincoln,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Very High,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
North Carolina,NC,McDowell,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,No Rating,Very Low,Relatively High,Very High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
North Carolina,NC,Macon,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,No Rating,Very Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Madison,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Martin,Not Applicable,Very Low,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively High
North Carolina,NC,Mecklenburg,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Very High,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively High,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
North Carolina,NC,Mitchell,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,No Rating,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Montgomery,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Moore,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
North Carolina,NC,Nash,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
North Carolina,NC,New Hanover,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Very High,Very High,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Moderate,Relatively High
North Carolina,NC,Northampton,Not Applicable,Very Low,No Rating,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Onslow,Not Applicable,Very Low,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Moderate,Very High
North Carolina,NC,Orange,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
North Carolina,NC,Pamlico,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Insufficient Data,Not Applicable,Relatively Low,Relatively Moderate
North Carolina,NC,Pasquotank,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Pender,Not Applicable,Very Low,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,No Rating,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Moderate,Relatively Moderate
North Carolina,NC,Perquimans,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Person,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Pitt,Not Applicable,Relatively Low,No Rating,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively High,Relatively Low,Relatively High,Relatively Low,Relatively Moderate,Relatively High,Insufficient Data,Not Applicable,Very Low,Very High
North Carolina,NC,Polk,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Very Low,Relatively High,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
North Carolina,NC,Randolph,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
North Carolina,NC,Richmond,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
North Carolina,NC,Robeson,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively High,Not Applicable,Not Applicable,Relatively Low,Relatively High
North Carolina,NC,Rockingham,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Carolina,NC,Rowan,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Rutherford,Not Applicable,Not Applicable,Very Low,Very Low,Relatively Low,Relatively Low,No Rating,Relatively Low,Very High,Relatively High,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very Low
North Carolina,NC,Sampson,Not Applicable,No Rating,No Rating,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Low,Relatively Moderate
North Carolina,NC,Scotland,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
North Carolina,NC,Stanly,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
North Carolina,NC,Stokes,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Surry,Not Applicable,Not Applicable,Very Low,Relatively Low,Very Low,Relatively Low,No Rating,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Swain,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Transylvania,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Very Low,Relatively High,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
North Carolina,NC,Tyrrell,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Insufficient Data,Not Applicable,Relatively Low,Relatively Low
North Carolina,NC,Union,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Very High,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively High,Not Applicable,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Vance,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Wake,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Relatively High,Relatively Low,Relatively Moderate,Very High,Relatively Moderate,Relatively High,Relatively High,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
North Carolina,NC,Warren,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Washington,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Watauga,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Wayne,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
North Carolina,NC,Wilkes,Not Applicable,Not Applicable,Very Low,Very Low,Very Low,Relatively Low,No Rating,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Wilson,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Carolina,NC,Yadkin,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
North Carolina,NC,Yancey,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,No Rating,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
North Dakota,ND,Adams,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Barnes,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively High,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Benson,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,No Rating,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
North Dakota,ND,Billings,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Bottineau,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Very Low,Not Applicable,Relatively High,Relatively Low,Very Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,Bowman,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Burke,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Burleigh,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively High,Relatively Moderate,Not Applicable,Relatively High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,Cass,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively High,Relatively Moderate,Not Applicable,Relatively High,Very Low,Relatively Low,Relatively High,Very High,Relatively High,Not Applicable,Not Applicable,Very Low,Very High
North Dakota,ND,Cavalier,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,No Rating,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Dickey,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Divide,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,No Rating,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Dunn,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
North Dakota,ND,Eddy,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
North Dakota,ND,Emmons,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively High,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Very High
North Dakota,ND,Foster,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Golden Valley,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Grand Forks,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively High,Relatively Moderate,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively High,Relatively High,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Grant,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Griggs,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Hettinger,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively High,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Kidder,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,No Rating,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,LaMoure,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Logan,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,McHenry,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Very High
North Dakota,ND,McIntosh,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
North Dakota,ND,McKenzie,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,McLean,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively High,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,Mercer,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively High,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Morton,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,Mountrail,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively High,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,Nelson,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
North Dakota,ND,Oliver,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Pembina,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Pierce,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Ramsey,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Not Applicable,Relatively High,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
North Dakota,ND,Ransom,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Renville,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Richland,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively High,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very High
North Dakota,ND,Rolette,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Very High
North Dakota,ND,Sargent,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Sheridan,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Relatively High,Very Low,Very Low,No Rating,Relatively Moderate,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
North Dakota,ND,Sioux,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
North Dakota,ND,Slope,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Not Applicable,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
North Dakota,ND,Stark,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively High,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Steele,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Stutsman,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Very High,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,Towner,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
North Dakota,ND,Traill,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Walsh,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,Ward,Not Applicable,Not Applicable,Very High,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Not Applicable,Very High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Very High
North Dakota,ND,Wells,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively High
North Dakota,ND,Williams,Not Applicable,Not Applicable,Very High,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Very High,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
Ohio,OH,Adams,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Ohio,OH,Allen,Not Applicable,Not Applicable,Relatively Low,No Rating,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
